Year,Month,Recreation Visitors,Non-Recreation Visitors,Recreation Visitor Hours,Non-Recreation Hours,Concession Lodging,Tent Campers,RV Campers,Concession Camping,Backcountry Campers,Misc Campers,Non-Recreation Overnight Stays,Total Overnight Stays,
2017,May,"1,377",2,"81,150",8,40,379,0,1,"1,940",968,0,"3,328",
2017,June,"4,576",38,"230,618","1,912","2,243",675,0,18,"3,696","2,608",78,"9,318",
2017,July,"8,212",28,"355,374",864,"3,465",978,0,89,"5,442","4,296",33,"14,303",
2017,August,"10,251",46,"429,021","2,120","4,326","1,195",0,65,"7,661","3,858",86,"17,191",
2017,September,"3,046",11,"141,553",356,"1,298",614,0,12,"2,923",808,14,"5,669",
2017,October,255,2,"1,306",0,0,9,0,0,31,0,0,40,
2017,November,69,0,69,0,0,0,0,0,0,0,0,0,
2017,December,81,0,81,0,0,0,0,0,0,0,0,0,
2018,January,32,6,32,"1,968",0,0,0,0,0,0,82,82,
2018,February,67,0,67,"2,880",0,0,0,0,0,0,120,120,
2018,March,65,6,65,"2,376",0,0,0,0,0,0,99,99,
2018,April,65,0,65,0,0,0,0,0,0,0,0,0,
2018,May,961,29,"60,092","5,888",59,441,0,1,"1,645",322,245,"2,713",
2018,June,"4,751",40,"235,911","8,348","2,251",787,0,14,"4,374","2,060",347,"9,833",
2018,July,"7,296",25,"378,226","1,752","3,744","1,286",0,102,"5,680","4,569",71,"15,452",
2018,August,"8,813",27,"388,140","1,456","1,906","1,695",0,81,"8,626","3,413",58,"15,779",
2018,September,"3,168",14,"188,591","1,688","1,602",932,0,20,"4,359",780,69,"7,762",
2018,October,474,11,"3,695","2,136",0,32,0,0,74,29,89,224,
2018,November,55,0,55,0,0,0,0,0,0,0,0,0,
2018,December,51,0,51,0,0,0,0,0,0,0,0,0,
2019,January,4,0,4,0,0,0,0,0,0,0,0,0,
2019,February,37,12,37,"3,672",0,0,0,0,0,0,153,153,
2019,March,55,27,55,288,0,0,0,0,0,0,8,8,
2019,April,61,2,61,96,0,0,0,0,0,0,4,4,
2019,May,"1,055",29,"67,752","5,280",110,474,0,0,"2,034",166,220,"3,004",
2019,June,"4,837",64,"256,458","4,516","2,639",771,0,41,"4,891","1,995",184,"10,521",
2019,July,"7,714",67,"371,732","5,456","3,769","1,090",0,49,"6,359","3,764",223,"15,254",
2019,August,"8,798",59,"460,024","2,776","4,364","1,778",0,72,"9,140","3,409",111,"18,874",
2019,September,"3,342",22,"177,453","2,200","1,426",762,0,10,"4,436",598,91,"7,323",
2019,October,402,9,"1,967",984,0,27,0,0,39,0,41,107,
2019,November,47,0,47,0,0,0,0,0,0,0,0,0,
2019,December,58,0,58,0,0,0,0,0,0,0,0,0,
2020,January,47,5,47,"1,200",0,0,0,0,0,0,50,50,
2020,February,49,8,49,"3,336",0,0,0,0,0,0,139,139,
2020,March,41,13,41,"2,424",0,0,0,0,0,0,101,101,
2020,April,0,0,0,0,0,0,0,0,0,0,0,0,
2020,May,0,0,0,0,0,0,0,0,0,0,0,0,
2020,June,240,10,"6,954",80,0,36,0,0,54,191,2,283,
2020,July,"2,160",33,"76,226","5,572",0,637,0,0,"1,678",809,229,"3,353",
2020,August,"2,494",45,"125,311","4,984",0,768,0,0,"3,588",816,203,"5,375",
2020,September,"1,404",26,"86,049","3,212",0,645,0,0,"2,704",207,133,"3,689",
2020,October,58,10,10,"1,320",0,0,0,0,0,0,55,55,
2020,November,0,0,0,0,0,0,0,0,0,0,0,0,
2020,December,0,0,0,0,0,0,0,0,0,0,0,0,
2021,January,0,0,0,0,0,0,0,0,0,0,0,0,
2021,February,0,0,0,0,0,0,0,0,0,0,0,0,
2021,March,0,0,0,0,0,0,0,0,0,0,0,0,
2021,April,39,5,39,600,0,0,0,0,0,0,25,25,
2021,May,"1,206",13,"60,728","6,744",41,405,0,0,"1,798",235,281,"2,760",
2021,June,"5,247",16,"300,141","6,480","1,976","1,348",0,40,"6,482","2,378",270,"12,494",
2021,July,"8,335",17,"399,546",956,"2,674","1,548",0,144,"7,284","4,590",38,"16,278",
2021,August,"7,513",22,"491,746","3,168","2,757","2,302",0,60,"11,558","3,503",132,"20,312",
2021,September,"3,272",11,"172,534","1,968",801,847,0,14,"5,006",396,82,"7,146",
2021,October,232,4,168,576,0,0,0,0,0,0,24,24,
2021,November,0,0,0,0,0,0,0,0,0,0,0,0,
2021,December,0,0,0,0,0,0,0,0,0,0,0,0,
2022,January,0,9,0,"1,512",0,0,0,0,0,0,63,63,
2022,February,0,6,0,"4,896",0,0,0,0,0,0,204,204,
2022,March,0,0,0,0,0,0,0,0,0,0,0,0,
2022,April,37,0,37,0,0,0,0,0,0,0,0,0,
2022,May,"1,206",28,"64,292","9,240",119,360,0,0,"1,897",252,385,"3,013",
2022,June,"5,224",30,"290,746","8,432","2,527","1,291",0,34,"5,742","2,238",350,"12,182",
2022,July,"7,938",26,"400,207","8,160","3,238","1,496",0,96,"6,456","4,906",340,"16,532",
2022,August,"7,981",23,"492,168","7,968","4,175","2,120",0,79,"9,741","3,983",332,"20,430",
2022,September,"2,849",0,"156,161","5,760","1,060",928,0,8,"3,781",624,240,"6,641",
2022,October,219,0,397,960,0,6,0,0,2,0,40,48,
2022,November,0,0,0,0,0,0,0,0,0,0,0,0,
2022,December,0,0,0,0,0,0,0,0,0,0,0,0,
2023,January,0,3,0,864,0,0,0,0,0,0,36,36,
2023,February,0,15,0,"5,260",0,0,0,0,0,0,219,219,
2023,March,0,0,0,"2,112",0,0,0,0,0,0,88,88,
2023,April,51,3,51,432,0,0,0,0,0,0,18,18,
2023,May,"1,376",20,"86,983","6,512",467,406,0,11,"2,257",426,271,"3,838",
2023,June,"6,184",23,"307,098","11,028","2,273","1,326",0,114,"6,332","2,393",459,"12,897",
2023,July,"8,766",12,"440,812","9,240","4,895","1,313",0,196,"6,703","4,758",385,"18,250",
2023,August,"8,982",11,"502,627","8,932","4,480","2,184",0,94,"10,252","3,412",372,"20,794",
2023,September,"3,307",6,"186,674","3,960","1,584",937,0,30,"4,528",525,165,"7,769",
2023,October,299,1,657,144,0,0,0,0,0,10,6,16,
2023,November,0,0,0,0,0,0,0,0,0,0,0,0,
2023,December,0,0,0,0,0,0,0,0,0,0,0,0,
2024,January,0,7,0,"2,184",0,0,0,0,0,0,91,91,
2024,February,0,0,0,0,0,0,0,0,0,0,0,0,
2024,March,0,0,0,0,0,0,0,0,0,0,0,0,
2024,April,83,12,860,384,0,20,0,0,0,16,16,52,
2024,May,"1,689",10,"69,970","8,424",318,455,0,0,"1,852",333,351,"3,309",
2024,June,"5,759",7,"287,373","6,624","1,480","1,159",0,7,"5,573","3,839",276,"12,334",
2024,July,"8,629",11,"480,107","6,864","4,376","1,587",0,88,"6,935","7,195",286,"20,467",
2024,August,"8,933",16,"515,578","6,336","4,104","2,232",0,87,"10,021","5,377",263,"22,084",
2024,September,"3,421",4,"195,171","3,336","1,190",982,0,11,"4,872","1,264",139,"8,458",
2024,October,292,1,"3,042",360,0,1,0,0,6,120,15,142,
2024,November,0,0,0,0,0,0,0,0,0,0,0,0,
2024,December,0,0,0,0,0,0,0,0,0,0,0,0,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
